feature,importance
gene_NDUFS7,0.0
gene_NDUFS6,0.0
gene_NADK,0.0
gene_NDUFS4,0.0
gene_NDUFS3,0.0
gene_NDUFS2,0.0
gene_NDUFS1,0.0
gene_NDUFB9,0.0
gene_NDUFB6,0.0
gene_NDUFB10,0.0
gene_NDUFAF7,0.0
gene_NDUFAF5,0.0
gene_NDUFAF4,0.0
gene_NDUFAF2,0.0
gene_NDUFA9,0.0
gene_NDUFA4,0.0
gene_NDUFS5,0.0
gene_NFATC1,0.0
gene_NFAT5,0.0
gene_NFASC,0.0
gene_NF2,0.0
gene_NEXN,0.0
gene_NEXMIF,0.0
gene_NEUROG3,0.0
gene_NEUROG2,0.0
gene_NEUROG1,0.0
gene_NEUROD2,0.0
gene_NEUROD1,0.0
gene_NEURL4,0.0
gene_NEIL2,0.0
gene_NEU2,0.0
gene_NES,0.0
gene_NEMP1,0.0
gene_NEMF,0.0
gene_NELFE,0.0
gene_NEK9,0.0
gene_NEK8,0.0
gene_NEK4,0.0
gene_NEK2,0.0
gene_NEK11,0.0
gene_NEK10,0.0
gene_NEK1,0.0
gene_NEIL3,0.0
gene_NEU4,0.0
gene_NBPF10,0.0
gene_NBPF1,0.0
gene_NBN,0.0
gene_NBEAL2,0.0
gene_NBEAL1,0.0
gene_NBEA,0.0
gene_NBAS,0.0
gene_NAXD,0.0
gene_NAV3,0.0
gene_NAV2,0.0
gene_NAV1,0.0
gene_NAT8L,0.0
gene_NDUFA13,0.0
gene_NARS2,0.0
gene_NARS1,0.0
gene_NAP1L4,0.0
gene_NANS,0.0
gene_NANOS1,0.0
gene_NALCN,0.0
gene_NAGS,0.0
gene_NAGPA,0.0
gene_NAGLU,0.0
gene_NAGA,0.0
gene_NAF1,0.0
gene_NADSYN1,0.0
gene_NADK2,0.0
gene_NAT2,0.0
gene_NDUFA12,0.0
gene_NDUFA11,0.0
gene_NDUFA10,0.0
gene_NDUFA1,0.0
gene_NDST1,0.0
gene_NDRG2,0.0
gene_NDRG1,0.0
gene_NDP-AS1,0.0
gene_NDNF,0.0
gene_NDE1,0.0
gene_NCSTN,0.0
gene_NCR2,0.0
gene_NCOR2,0.0
gene_NBPF14,0.0
gene_NCOA6,0.0
gene_NCOA4,0.0
gene_NCOA3,0.0
gene_NCOA1,0.0
gene_NCKAP5L,0.0
gene_NCKAP5,0.0
gene_NCKAP1L,0.0
gene_NCKAP1,0.0
gene_NCF4,0.0
gene_NCF2,0.0
gene_NCDN,0.0
gene_NCAPD3,0.0
gene_NCAPD2,0.0
gene_NCOR1,0.0
gene_MICALL2,0.0
gene_MICAL3,0.0
gene_MICAL2,0.0
gene_MICAL1,0.0
gene_MIB2,0.0
gene_MIB1,0.0
gene_MIA3,0.0
gene_MGP,0.0
gene_MGMT,0.0
gene_MGME1,0.0
gene_MGLL,0.0
gene_MGAT3,0.0
gene_MTERF1,0.0
gene_MGAM,0.0
gene_MGA,0.0
gene_MFSD6L,0.0
gene_MFSD2A,0.0
gene_MFRP,0.0
gene_MFN2,0.0
gene_MFF,0.0
gene_MFAP5,0.0
gene_MFAP4,0.0
gene_MFAP3L,0.0
gene_METTL5,0.0
gene_METTL27,0.0
gene_METTL21EP,0.0
gene_MGAT1,0.0
gene_MITF,0.0
gene_MISP,0.0
gene_MIS18BP1,0.0
gene_MIR939,0.0
gene_MIR6501,0.0
gene_MIR634,0.0
gene_MIR602,0.0
gene_MIR4673,0.0
gene_MIR433,0.0
gene_MIR4314,0.0
gene_MIR31HG,0.0
gene_MIR219A1,0.0
gene_MICU1,0.0
gene_MIR190A,0.0
gene_MIR135A1,0.0
gene_MIPEP,0.0
gene_MIOX,0.0
gene_MIOS,0.0
gene_MINK1,0.0
gene_MIIP,0.0
gene_MIF,0.0
gene_MIER2,0.0
gene_MIER1,0.0
gene_MIEF2,0.0
gene_MIEF1,0.0
gene_MID1,0.0
gene_MIR208A,0.0
gene_MEAK7,0.0
gene_MDN1,0.0
gene_MDM2,0.0
gene_MDH2,0.0
gene_MDGA1,0.0
gene_MDFIC,0.0
gene_MDC1,0.0
gene_MCTP1,0.0
gene_MCPH1,0.0
gene_MCOLN1,0.0
gene_MCMDC2,0.0
gene_MCMBP,0.0
gene_METTL16,0.0
gene_MCM8,0.0
gene_MCM7,0.0
gene_MCM6,0.0
gene_MCM5,0.0
gene_MCM4,0.0
gene_MCM3AP,0.0
gene_MCM2,0.0
gene_MCM10,0.0
gene_MCIDAS,0.0
gene_MCHR1,0.0
gene_MCF2L,0.0
gene_MCF2,0.0
gene_MCCC2,0.0
gene_MCM9,0.0
gene_METAP1,0.0
gene_MET,0.0
gene_MESP2,0.0
gene_MESP1,0.0
gene_MESD,0.0
gene_MEP1A,0.0
gene_MEN1,0.0
gene_MEIS2,0.0
gene_MEIOB,0.0
gene_MEI1,0.0
gene_MEGF8,0.0
gene_MEGF6,0.0
gene_MEGF10,0.0
gene_MECOM,0.0
gene_MEF2C,0.0
gene_MEF2A,0.0
gene_MED25,0.0
gene_MED23,0.0
gene_MED20,0.0
gene_MED17,0.0
gene_MED16,0.0
gene_MED13L,0.0
gene_MED13,0.0
gene_MED12L,0.0
gene_MED12,0.0
gene_MECR,0.0
gene_MECP2,0.0
gene_MEFV,0.0
gene_MRPS22,0.0
gene_MRPS2,0.0
gene_MRPS18C,0.0
gene_MRPS18A,0.0
gene_MRPL54,0.0
gene_MRPL51,0.0
gene_MRPL45,0.0
gene_MRPL44,0.0
gene_MRPL3,0.0
gene_MRPL2,0.0
gene_MRPL12,0.0
gene_MRPL1,0.0
gene_MKI67,0.0
gene_MROH1,0.0
gene_MRNIP,0.0
gene_MRI1,0.0
gene_MRGPRX4,0.0
gene_MRGPRX2,0.0
gene_MRFAP1L1,0.0
gene_MRE11,0.0
gene_MRAS,0.0
gene_MRAP2,0.0
gene_MRAP,0.0
gene_MPZL2,0.0
gene_MPZ,0.0
gene_MPV17,0.0
gene_MROH9,0.0
gene_MTDH,0.0
gene_MTCL1,0.0
gene_MTBP,0.0
gene_MTARC1,0.0
gene_MTAP,0.0
gene_MSX1,0.0
gene_MSTO1,0.0
gene_MSRB3,0.0
gene_MSR1,0.0
gene_MSN,0.0
gene_MSMO1,0.0
gene_MSLN,0.0
gene_MRPS23,0.0
gene_MSH6,0.0
gene_MSH4,0.0
gene_MSH3,0.0
gene_MSH2,0.0
gene_MSANTD2,0.0
gene_MS4A6A,0.0
gene_MS4A2,0.0
gene_MS4A12,0.0
gene_MS4A1,0.0
gene_MRTFA,0.0
gene_MRPS7,0.0
gene_MRPS35,0.0
gene_MRPS34,0.0
gene_MSL3,0.0
gene_MMP21,0.0
gene_MMP20,0.0
gene_MMP2,0.0
gene_MMP15,0.0
gene_MMP14,0.0
gene_MMP13,0.0
gene_MMP10,0.0
gene_MMP1,0.0
gene_MMEL1,0.0
gene_MME,0.0
gene_MMADHC,0.0
gene_MMACHC,0.0
gene_MPRIP,0.0
gene_MMAA,0.0
gene_MLYCD,0.0
gene_MLXIPL,0.0
gene_MLX,0.0
gene_MLST8,0.0
gene_MLPH,0.0
gene_MLIP,0.0
gene_MLH3,0.0
gene_MLC1,0.0
gene_MKS1,0.0
gene_MKRN3,0.0
gene_MKRN2,0.0
gene_MKKS,0.0
gene_MMAB,0.0
gene_MPP4,0.0
gene_MPP1,0.0
gene_MPO,0.0
gene_MPLKIP,0.0
gene_MPL,0.0
gene_MPI,0.0
gene_MPHOSPH10,0.0
gene_MPG,0.0
gene_MPDZ,0.0
gene_MOV10L1,0.0
gene_MOS,0.0
gene_MORN4,0.0
gene_MORC4,0.0
gene_MMP7,0.0
gene_MORC1,0.0
gene_MOGAT3,0.0
gene_MOCS3,0.0
gene_MOCS2,0.0
gene_MOCS1,0.0
gene_MOCOS,0.0
gene_MNX1,0.0
gene_MNDA,0.0
gene_MN1,0.0
gene_MMUT,0.0
gene_MMS22L,0.0
gene_MMRN1,0.0
gene_MMP9,0.0
gene_MORC2,0.0
gene_OXTR,0.0
gene_OXR1,0.0
gene_OXGR1,0.0
gene_OXCT1,0.0
gene_OXA1L,0.0
gene_OVGP1,0.0
gene_OTX2,0.0
gene_OTULIN,0.0
gene_OTUD7A,0.0
gene_OTUD6B,0.0
gene_OTUD5,0.0
gene_OTUD1,0.0
gene_NFE2L2,0.0
gene_OTOL1,0.0
gene_OTOGL,0.0
gene_OTOG,0.0
gene_OTOF,0.0
gene_OTOA,0.0
gene_OSTM1,0.0
gene_OSR2,0.0
gene_OSMR,0.0
gene_OSGEP,0.0
gene_OSCAR,0.0
gene_OSBPL8,0.0
gene_OSBPL2,0.0
gene_OSBPL10,0.0
gene_OTOP2,0.0
gene_PANX1,0.0
gene_PANK2,0.0
gene_PAN3,0.0
gene_PAN2,0.0
gene_PAMR1,0.0
gene_PALS1,0.0
gene_PALM,0.0
gene_PALLD,0.0
gene_PALB2,0.0
gene_PAK5,0.0
gene_PAK3,0.0
gene_PAK1,0.0
gene_P3H1,0.0
gene_PAFAH1B1,0.0
gene_PADI6,0.0
gene_PADI3,0.0
gene_PACS2,0.0
gene_PACS1,0.0
gene_PABPN1,0.0
gene_PABPC1L2B,0.0
gene_PABPC1,0.0
gene_P4HTM,0.0
gene_P4HB,0.0
gene_P4HA2,0.0
gene_P4HA1,0.0
gene_P3H2,0.0
gene_PAFAH2,0.0
gene_OR4F15,0.0
gene_OR4D11,0.0
gene_OR4D1,0.0
gene_OR4C15,0.0
gene_OR4A47,0.0
gene_OR4A16,0.0
gene_OR2W3,0.0
gene_OR2T5,0.0
gene_OR2T2,0.0
gene_OR2J3,0.0
gene_OR2H1,0.0
gene_OR2D2,0.0
gene_OSBP,0.0
gene_OR2A12,0.0
gene_OR1L6,0.0
gene_OR1L4,0.0
gene_OR1J4,0.0
gene_OR11H2,0.0
gene_OR10H5,0.0
gene_OR10H4,0.0
gene_OR10H2,0.0
gene_OR10H1,0.0
gene_OR10G8,0.0
gene_OPTN,0.0
gene_OPN4,0.0
gene_OPN1MW2,0.0
gene_OR2AJ1,0.0
gene_OS9,0.0
gene_ORM1,0.0
gene_ORC6,0.0
gene_ORC4,0.0
gene_ORC3,0.0
gene_ORC1,0.0
gene_OR8I2,0.0
gene_OR8D4,0.0
gene_OR6K2,0.0
gene_OR6C74,0.0
gene_OR6C68,0.0
gene_OR6B2,0.0
gene_OR5T2,0.0
gene_OR4M2,0.0
gene_OR5L1,0.0
gene_OR5H15,0.0
gene_OR5H1,0.0
gene_OR5D13,0.0
gene_OR5AC2,0.0
gene_OR52M1,0.0
gene_OR52K1,0.0
gene_OR52E6,0.0
gene_OR52E2,0.0
gene_OR52B2,0.0
gene_OR4X2,0.0
gene_OR4X1,0.0
gene_OR4N2,0.0
gene_OR5M8,0.0
gene_PDE6D,0.0
gene_PDE6C,0.0
gene_PDE6B,0.0
gene_PDE6A,0.0
gene_PDE4D,0.0
gene_PDE3B,0.0
gene_PDE3A,0.0
gene_PDE2A,0.0
gene_PDE1C,0.0
gene_PDE1A,0.0
gene_PDE11A,0.0
gene_PDE10A,0.0
gene_PANX3,0.0
gene_PDCL,0.0
gene_PDCD2L,0.0
gene_PDCD10,0.0
gene_PDAP1,0.0
gene_PCYT2,0.0
gene_PCYT1B,0.0
gene_PCYT1A,0.0
gene_PCYOX1,0.0
gene_PCSK9,0.0
gene_PCSK5,0.0
gene_PCSK1,0.0
gene_PCP2,0.0
gene_PCOTH,0.0
gene_PDCL2,0.0
gene_PDZD2,0.0
gene_PDYN,0.0
gene_PDXP,0.0
gene_PDXK,0.0
gene_PDX1,0.0
gene_PDSS2,0.0
gene_PDSS1,0.0
gene_PDP2,0.0
gene_PDP1,0.0
gene_PDLIM5,0.0
gene_PDLIM4,0.0
gene_PDLIM3,0.0
gene_PDE6G,0.0
gene_PDK2,0.0
gene_PDIK1L,0.0
gene_PDIA2,0.0
gene_PDHX,0.0
gene_PDHB,0.0
gene_PDHA1,0.0
gene_PDGFRL,0.0
gene_PDGFRB,0.0
gene_PDGFRA,0.0
gene_PDGFB,0.0
gene_PDF,0.0
gene_PDE9A,0.0
gene_PDE8B,0.0
gene_PDK3,0.0
gene_PC,0.0
gene_PBXIP1,0.0
gene_PBX1,0.0
gene_PAX9,0.0
gene_PAX8,0.0
gene_PAX7,0.0
gene_PAX5,0.0
gene_PAX4,0.0
gene_PAX3,0.0
gene_PAX1,0.0
gene_PATZ1,0.0
gene_PATL2,0.0
gene_PCNX1,0.0
gene_PASK,0.0
gene_PARS2,0.0
gene_PARP8,0.0
gene_PARP14,0.0
gene_PARP12,0.0
gene_PARN,0.0
gene_PARL,0.0
gene_PARK7,0.0
gene_PARD3,0.0
gene_PAQR9,0.0
gene_PAPSS2,0.0
gene_PAPPA2,0.0
gene_PAOX,0.0
gene_PATJ,0.0
gene_PCNT,0.0
gene_PCLO,0.0
gene_PCK2,0.0
gene_PCK1,0.0
gene_PCGF2,0.0
gene_PCF11,0.0
gene_PCDHGA3,0.0
gene_PCDHGA12,0.0
gene_PCDHGA1,0.0
gene_PCDHB8,0.0
gene_PCDHB7,0.0
gene_PCDHB6,0.0
gene_PCDHB5,0.0
gene_PCARE,0.0
gene_PCDHB2,0.0
gene_PCDHA9,0.0
gene_PCDHA1,0.0
gene_PCDH8,0.0
gene_PCDH7,0.0
gene_PCDH19,0.0
gene_PCDH15,0.0
gene_PCDH12,0.0
gene_PCDH11X,0.0
gene_PCCB,0.0
gene_PCCA,0.0
gene_PCBP1,0.0
gene_PCBD1,0.0
gene_PCDHB4,0.0
gene_NOS3,0.0
gene_NOS2,0.0
gene_NOS1AP,0.0
gene_NOS1,0.0
gene_NOP56,0.0
gene_NOP2,0.0
gene_NOP14,0.0
gene_NOP10,0.0
gene_NONO,0.0
gene_NOL4,0.0
gene_NOL11,0.0
gene_NOG,0.0
gene_OPN1MW,0.0
gene_NOD2,0.0
gene_NOD1,0.0
gene_NOC2L,0.0
gene_NOBOX,0.0
gene_NNT,0.0
gene_NMUR2,0.0
gene_NMNAT2,0.0
gene_NMNAT1,0.0
gene_NME8,0.0
gene_NME3,0.0
gene_NMBR,0.0
gene_NLRP7,0.0
gene_NLRP5,0.0
gene_NODAL,0.0
gene_NR0B1,0.0
gene_NQO1,0.0
gene_NPTX1,0.0
gene_NPRL3,0.0
gene_NPR3,0.0
gene_NPR2,0.0
gene_NPR1,0.0
gene_NPPC,0.0
gene_NPNT,0.0
gene_NPHS2,0.0
gene_NPHS1,0.0
gene_NPHP4,0.0
gene_NOTCH2,0.0
gene_NPHP1,0.0
gene_NPC2,0.0
gene_NPC1L1,0.0
gene_NPC1,0.0
gene_NPAT,0.0
gene_NPAS4,0.0
gene_NPAS3,0.0
gene_NPAS2,0.0
gene_NOXA1,0.0
gene_NOX4,0.0
gene_NOVA2,0.0
gene_NOTCH4,0.0
gene_NOTCH3,0.0
gene_NPHP3,0.0
gene_NIP7,0.0
gene_NIN,0.0
gene_NID2,0.0
gene_NID1,0.0
gene_NIBAN2,0.0
gene_NHSL1,0.0
gene_NHS,0.0
gene_NHP2,0.0
gene_NHLRC2,0.0
gene_NHLRC1,0.0
gene_NHERF1,0.0
gene_NHEJ1,0.0
gene_NLRP3,0.0
gene_NGF,0.0
gene_NGEF,0.0
gene_NFX1,0.0
gene_NFU1,0.0
gene_NFS1,0.0
gene_NFRKB,0.0
gene_NFKBIE,0.0
gene_NFKBIA,0.0
gene_NFKB2,0.0
gene_NFKB1,0.0
gene_NFIX,0.0
gene_NFIB,0.0
gene_NFIA,0.0
gene_NGLY1,0.0
gene_NLRP2,0.0
gene_NLRP14,0.0
gene_NLRP13,0.0
gene_NLRP12,0.0
gene_NLRP10,0.0
gene_NLRP1,0.0
gene_NLRC4,0.0
gene_NLGN4X,0.0
gene_NLGN3,0.0
gene_NLGN2,0.0
gene_NLGN1,0.0
gene_NLE1,0.0
gene_NKX6-2,0.0
gene_NIPA1,0.0
gene_NKX2-5,0.0
gene_NKX2-3,0.0
gene_NKX2-2,0.0
gene_NKX2-1,0.0
gene_NKRF,0.0
gene_NKD1,0.0
gene_NKAPD1,0.0
gene_NKAP,0.0
gene_NKAIN4,0.0
gene_NISCH,0.0
gene_NIPBL,0.0
gene_NIPAL4,0.0
gene_NIPA2,0.0
gene_NKX2-6,0.0
gene_NYX,0.0
gene_NYNRIN,0.0
gene_NYAP2,0.0
gene_NYAP1,0.0
gene_NXPE4,0.0
gene_NXN,0.0
gene_NXF3,0.0
gene_NWD1,0.0
gene_NUTM2F,0.0
gene_NUTF2,0.0
gene_NUSAP1,0.0
gene_NUS1,0.0
gene_NR1D1,0.0
gene_NUP88,0.0
gene_NUP85,0.0
gene_NUP50,0.0
gene_NUP214,0.0
gene_NUP210L,0.0
gene_NUP210,0.0
gene_NUP205,0.0
gene_NUP188,0.0
gene_NUP160,0.0
gene_NUP155,0.0
gene_NUP153,0.0
gene_NUP133,0.0
gene_NUP107,0.0
gene_NUP93,0.0
gene_OPN1LW,0.0
gene_OPLAH,0.0
gene_OPHN1,0.0
gene_OPA3,0.0
gene_OPA1,0.0
gene_ONECUT3,0.0
gene_OLR1,0.0
gene_OLFML2B,0.0
gene_OGT,0.0
gene_OGG1,0.0
gene_OGFR,0.0
gene_OGDHL,0.0
gene_OGDH,0.0
gene_OAS1,0.0
gene_ODC1,0.0
gene_ODAPH,0.0
gene_ODAD4,0.0
gene_ODAD3,0.0
gene_ODAD2,0.0
gene_ODAD1,0.0
gene_OCSTAMP,0.0
gene_OCRL,0.0
gene_OCLN,0.0
gene_OCA2,0.0
gene_OBSL1,0.0
gene_OAT,0.0
gene_OAS2,0.0
gene_OFD1,0.0
gene_NSD1,0.0
gene_NRXN3,0.0
gene_NRXN2,0.0
gene_NRXN1,0.0
gene_NRROS,0.0
gene_NRP2,0.0
gene_NRP1,0.0
gene_NRL,0.0
gene_NRIP1,0.0
gene_NRF1,0.0
gene_NRCAM,0.0
gene_NRBP1,0.0
gene_NUMA1,0.0
gene_NRAP,0.0
gene_NR6A1,0.0
gene_NR5A2,0.0
gene_NR5A1,0.0
gene_NR4A2,0.0
gene_NR3C2,0.0
gene_NR3C1,0.0
gene_NR2F2,0.0
gene_NR2F1,0.0
gene_NR2E3,0.0
gene_NR2C1,0.0
gene_NR1I2,0.0
gene_NR1H4,0.0
gene_NRAS,0.0
gene_NUDT22,0.0
gene_NUDT12,0.0
gene_NUDCD1,0.0
gene_NUBPL,0.0
gene_NUAK2,0.0
gene_NTSR2,0.0
gene_NTRK3,0.0
gene_NTRK2,0.0
gene_NTRK1,0.0
gene_NTNG2,0.0
gene_NTN5,0.0
gene_NTN1,0.0
gene_NTM,0.0
gene_NSD2,0.0
gene_NTF4,0.0
gene_NT5E,0.0
gene_NT5DC2,0.0
gene_NT5C3A,0.0
gene_NT5C2,0.0
gene_NSUN7,0.0
gene_NSUN6,0.0
gene_NSUN5P2,0.0
gene_NSUN3,0.0
gene_NSUN2,0.0
gene_NSMF,0.0
gene_NSMCE2,0.0
gene_NSDHL,0.0
gene_NTHL1,0.0
gene_TRMT1,0.0
gene_TRIP4,0.0
gene_TRIP13,0.0
gene_TRIP12,0.0
gene_TRIP11,0.0
gene_TRIOBP,0.0
gene_TRIO,0.0
gene_TRIM8,0.0
gene_TRIM72,0.0
gene_TRIM71,0.0
gene_TRIM69,0.0
gene_TRIM63,0.0
gene_MCEE,0.0
gene_TRIM55,0.0
gene_TRIM5,0.0
gene_TRIM48,0.0
gene_TRIM46,0.0
gene_TRIM45,0.0
gene_TRIM42,0.0
gene_TRIM38,0.0
gene_TRIM37,0.0
gene_TRIM36,0.0
gene_TRIM35,0.0
gene_TRIM29,0.0
gene_TRIM28,0.0
gene_TRIM26,0.0
gene_TRIM59,0.0
gene_TSHR,0.0
gene_TSHB,0.0
gene_TSEN2,0.0
gene_TSC1,0.0
gene_TRRAP,0.0
gene_TRPV6,0.0
gene_TRPV5,0.0
gene_TRPV4,0.0
gene_TRPV3,0.0
gene_TRPV1,0.0
gene_TRPS1,0.0
gene_TRPM6,0.0
gene_TRMT10A,0.0
gene_TRPM3,0.0
gene_TRPM1,0.0
gene_TRPC6,0.0
gene_TRPC5,0.0
gene_TRPC4AP,0.0
gene_TRPC3,0.0
gene_TRPA1,0.0
gene_TRNT1,0.0
gene_TRNP1,0.0
gene_TRMU,0.0
gene_TRMT61B,0.0
gene_TRMT5,0.0
gene_TRMT2B,0.0
gene_TRPM4,0.0
gene_TPSG1,0.0
gene_TPRN,0.0
gene_TPR,0.0
gene_TPP2,0.0
gene_TPP1,0.0
gene_TPO,0.0
gene_TPM3,0.0
gene_TPM2,0.0
gene_TPM1,0.0
gene_TPK1,0.0
gene_TP73,0.0
gene_TP63,0.0
gene_TRIM25,0.0
gene_TP53BP2,0.0
gene_TP53BP1,0.0
gene_TOR2A,0.0
gene_TOR1B,0.0
gene_TOR1AIP1,0.0
gene_TOPORS,0.0
gene_TOPBP1,0.0
gene_TOPAZ1,0.0
gene_TOP3B,0.0
gene_TOP3A,0.0
gene_TOP2B,0.0
gene_TOP1MT,0.0
gene_TONSL,0.0
gene_TP53RK,0.0
gene_TRIM2,0.0
gene_TRIM15,0.0
gene_TRH,0.0
gene_TREX2,0.0
gene_TRERF1,0.0
gene_TREM2,0.0
gene_TREH,0.0
gene_TRDN,0.0
gene_TRAT1,0.0
gene_TRAPPC9,0.0
gene_TRAPPC6B,0.0
gene_TRAPPC6A,0.0
gene_TRAPPC5,0.0
gene_TRAF1,0.0
gene_TRAPPC2,0.0
gene_TRAPPC12,0.0
gene_TRAPPC11,0.0
gene_TRAPPC10,0.0
gene_TRAP1,0.0
gene_TRANK1,0.0
gene_TRAK1,0.0
gene_TRAIP,0.0
gene_TRAF7,0.0
gene_TRAF4,0.0
gene_TRAF3IP2,0.0
gene_TRAF3IP1,0.0
gene_TRAF3,0.0
gene_TRAPPC2L,0.0
gene_UBAP2L,0.0
gene_UBAP2,0.0
gene_UBAC2,0.0
gene_UBA6,0.0
gene_UBA5,0.0
gene_UBA2,0.0
gene_UBA1,0.0
gene_UAP1L1,0.0
gene_U2AF2,0.0
gene_TYW1B,0.0
gene_TYRP1,0.0
gene_TYR,0.0
gene_TSHZ1,0.0
gene_TYMP,0.0
gene_TYK2,0.0
gene_TXNRD2,0.0
gene_TXNRD1,0.0
gene_TXNDC2,0.0
gene_TXNDC16,0.0
gene_TXN2,0.0
gene_TXK,0.0
gene_TWIST1,0.0
gene_TUT1,0.0
gene_TUSC3,0.0
gene_TUSC2,0.0
gene_TUSC1,0.0
gene_TYMS,0.0
gene_UGDH,0.0
gene_UFM1,0.0
gene_UFC1,0.0
gene_UCP3,0.0
gene_UCP2,0.0
gene_UCN2,0.0
gene_UCHL1,0.0
gene_UBXN10,0.0
gene_UBTFL1,0.0
gene_UBR7,0.0
gene_UBR5,0.0
gene_UBR4,0.0
gene_UBASH3A,0.0
gene_UBR2,0.0
gene_UBR1,0.0
gene_UBQLN2,0.0
gene_UBN1,0.0
gene_UBIAD1,0.0
gene_UBFD1,0.0
gene_UBE4A,0.0
gene_UBE3B,0.0
gene_UBE2T,0.0
gene_UBE2S,0.0
gene_UBE2O,0.0
gene_UBE2A,0.0
gene_UBC,0.0
gene_UBR3,0.0
gene_TTC8,0.0
gene_TTC7A,0.0
gene_TTC5,0.0
gene_TTC39A,0.0
gene_TTC34,0.0
gene_TTC3,0.0
gene_TTC29,0.0
gene_TTC28,0.0
gene_TTC27,0.0
gene_TTC24,0.0
gene_TTC23,0.0
gene_TTC22,0.0
gene_TULP4,0.0
gene_TTC19,0.0
gene_TTC14,0.0
gene_TTC12,0.0
gene_TTBK2,0.0
gene_TTBK1,0.0
gene_TSSK4,0.0
gene_TSR3,0.0
gene_TSPYL2,0.0
gene_TSPEAR,0.0
gene_TSPAN7,0.0
gene_TSPAN18,0.0
gene_TSPAN12,0.0
gene_TSPAN11,0.0
gene_TTC21B,0.0
gene_TULP3,0.0
gene_TULP1,0.0
gene_TUFM,0.0
gene_TUBGCP6,0.0
gene_TUBGCP4,0.0
gene_TUBGCP3,0.0
gene_TUBGCP2,0.0
gene_TUBG1,0.0
gene_TUBB8B,0.0
gene_TUBB8,0.0
gene_TUBB4B,0.0
gene_TUBB4A,0.0
gene_TUBB3,0.0
gene_TTF2,0.0
gene_TUBB2A,0.0
gene_TUBB1,0.0
gene_TUBB,0.0
gene_TUBA8,0.0
gene_TUBA4A,0.0
gene_TUBA1A,0.0
gene_TUB,0.0
gene_TTPA,0.0
gene_TTLL5,0.0
gene_TTLL12,0.0
gene_TTL,0.0
gene_TTI2,0.0
gene_TTI1,0.0
gene_TUBB2B,0.0
gene_TLDC2,0.0
gene_TLCD3B,0.0
gene_TLCD3A,0.0
gene_TKT,0.0
gene_TK2,0.0
gene_TJP2,0.0
gene_TJP1,0.0
gene_TINF2,0.0
gene_TINAGL1,0.0
gene_TIMMDC1,0.0
gene_TIMM9,0.0
gene_TIMM50,0.0
gene_TOMM70,0.0
gene_TIMM22,0.0
gene_TIMM13,0.0
gene_TIMELESS,0.0
gene_TIGAR,0.0
gene_TIE1,0.0
gene_TICRR,0.0
gene_TICAM1,0.0
gene_TIAM2,0.0
gene_TIAM1,0.0
gene_TIA1,0.0
gene_THUMPD1,0.0
gene_THSD4,0.0
gene_THSD1,0.0
gene_TIMM44,0.0
gene_TMED7,0.0
gene_TMED3,0.0
gene_TMED1,0.0
gene_TMCO6,0.0
gene_TMC8,0.0
gene_TMC6,0.0
gene_TMC3,0.0
gene_TMC1,0.0
gene_TMBIM4,0.0
gene_TM7SF2,0.0
gene_TM4SF20,0.0
gene_TM2D3,0.0
gene_TLE4,0.0
gene_TLR8,0.0
gene_TLR7,0.0
gene_TLR5,0.0
gene_TLR3,0.0
gene_TLR2,0.0
gene_TLR10,0.0
gene_TLR1,0.0
gene_TLN2,0.0
gene_TLN1,0.0
gene_TLL1,0.0
gene_TLK2,0.0
gene_TLE6,0.0
gene_TLE5,0.0
gene_TLR9,0.0
gene_TFE3,0.0
gene_TFDP3,0.0
gene_TFDP1,0.0
gene_TFAP2B,0.0
gene_TFAP2A,0.0
gene_TF,0.0
gene_TEX15,0.0
gene_TEX14,0.0
gene_TEX13C,0.0
gene_TEX11,0.0
gene_TEX101,0.0
gene_TET3,0.0
gene_THRB,0.0
gene_TERT,0.0
gene_TERF2IP,0.0
gene_TERF2,0.0
gene_TERB1,0.0
gene_TENT5A,0.0
gene_TENM4,0.0
gene_TENM3,0.0
gene_TENM2,0.0
gene_TENM1,0.0
gene_TELO2,0.0
gene_TEKTIP1,0.0
gene_TEKT5,0.0
gene_TEKT2,0.0
gene_TET2,0.0
gene_THRAP3,0.0
gene_THPO,0.0
gene_THOC2,0.0
gene_THBS2,0.0
gene_THBS1,0.0
gene_THBD,0.0
gene_THAP7,0.0
gene_THAP1,0.0
gene_TH,0.0
gene_TGS1,0.0
gene_TGM6,0.0
gene_TGM5,0.0
gene_TGM3,0.0
gene_TFEB,0.0
gene_TGIF1,0.0
gene_TGFBR2,0.0
gene_TGFBR1,0.0
gene_TGFBI,0.0
gene_TGFB3,0.0
gene_TGFB2,0.0
gene_TGFB1,0.0
gene_TGFA,0.0
gene_TGDS,0.0
gene_TG,0.0
gene_TFRC,0.0
gene_TFR2,0.0
gene_TFG,0.0
gene_TGM1,0.0
gene_TNFSF15,0.0
gene_TNFSF12,0.0
gene_TNFSF11,0.0
gene_TNFRSF9,0.0
gene_TNFRSF8,0.0
gene_TNFRSF4,0.0
gene_TNFRSF25,0.0
gene_TNFRSF1B,0.0
gene_TNFRSF1A,0.0
gene_TNFRSF19,0.0
gene_TNFRSF17,0.0
gene_TNFRSF13C,0.0
gene_TMED8,0.0
gene_TNFRSF11B,0.0
gene_TNFRSF11A,0.0
gene_TNFRSF10B,0.0
